"table","id","type","display_name","stars","name_id","description_id","dlc_flag","race_lock","model","buy","sell","tp","stp"
"talisman_item.idb","102","0x9","Time to go all out!","3","0x66","0x66","0xffff","0xff","0","0","9000","10","10"
"talisman_item.idb","103","0x9","Unleash your power! Do it!","3","0x67","0x67","0x1d","0xff","1","24000","12000","3","3"
"talisman_item.idb","104","0x9","This is a real Kamehameha!","4","0x68","0x68","0x1d","0xff","2","48000","24000","4","4"
"talisman_item.idb","105","0x9","I hope you're reborn as someone good this time.","4","0x69","0x69","0x1d","0xff","1","35000","17500","4","4"
"talisman_item.idb","106","0x9","You and the Earth shall be destroyed!","4","0x6a","0x6a","0x1d","0xff","1","30000","15000","4","4"
"talisman_item.idb","107","0x9","Turn into candy!","3","0x6b","0x6b","0x1d","0xff","0","19000","9500","3","3"
"talisman_item.idb","108","0x9","I'm an Earthling, and a proud Saiyan!","3","0x6c","0x6c","0xffff","0xff","2","0","10000","10","10"
"talisman_item.idb","109","0x9","I'll crush the Universe with my bare hands!","4","0x6d","0x6d","0x1d","0xff","5","34000","17000","4","4"
"talisman_item.idb","110","0x9","This is amazing! YOU'RE amazing!","2","0x6e","0x6e","0xffff","0xff","0","0","5000","5","5"
"talisman_item.idb","111","0x9","It's the ""Super Elite!""","3","0x6f","0x6f","0xffff","0xff","0","0","6000","10","10"
"talisman_item.idb","112","0x9","Very well, I shall return time.","4","0x70","0x70","0x1d","0xff","4","40000","20000","4","4"
"talisman_item.idb","113","0x9","This pain will make me stronger!","3","0x71","0x71","0xff","0xff","1","0","10000","0","0"
"talisman_item.idb","114","0x9","I will protect our world!","3","0x72","0x72","0xff","0xff","2","0","10000","0","0"
"talisman_item.idb","115","0x9","I've been saving this! Kaioken!","4","0x73","0x73","0x5","0xff","1","0","10000","20","20"
"talisman_item.idb","116","0x9","Now you understand. Surrender.","5","0x74","0x74","0x5","0xff","1","0","10000","25","25"
"talisman_item.idb","117","0x9","I'll make you regret that!","3","0x75","0x75","0x5","0xff","2","0","10000","15","10"
"talisman_item.idb","118","0x9","This is not a weapon.","3","0x76","0x76","0x5","0xff","5","0","10000","15","15"
"talisman_item.idb","119","0x9","Don't quit! Get up!","4","0x77","0x77","0x5","0xff","5","0","10000","20","20"
"talisman_item.idb","120","0x9","You're Just Pieces in a Game","3","0x78","0x78","0x6","0xff","3","0","10000","15","15"
"talisman_item.idb","121","0x9","Watch Your Tongue","5","0x79","0x79","0x6","0xff","4","0","10000","25","25"
"talisman_item.idb","122","0x9","How Dare You...! That's My Bulma!","5","0x7a","0x7a","0x6","0xff","2","0","10000","25","25"
"talisman_item.idb","123","0x9","Buu Don't Wanna!","4","0x7b","0x7b","0x6","0xff","1","0","10000","20","20"
"talisman_item.idb","124","0x9","Me...Protecting Some Pipsqueak","3","0x7c","0x7c","0x6","0xff","4","0","10000","15","15"
"talisman_item.idb","125","0x9","I like you better when you're mad!","4","0x7d","0x7d","0x7","0xff","1","0","10000","20","20"
"talisman_item.idb","126","0x9","I really do love being immortal.","5","0x7e","0x7e","0x7","0xff","4","0","10000","25","25"
"talisman_item.idb","127","0x9","Now, give your father a message for me.","3","0x7f","0x7f","0x7","0xff","3","0","10000","15","15"
"talisman_item.idb","128","0x9","You can't win...","4","0x80","0x80","0x7","0xff","2","0","10000","20","20"
"talisman_item.idb","129","0x9","Eehee hee hee heee!","3","0x81","0x81","0x7","0xff","1","0","10000","15","15"
"talisman_item.idb","130","0x9","Sorry. You were way open there.","4","0x82","0x82","0x8","0xff","1","0","10000","20","20"
"talisman_item.idb","131","0x9","I shall show you my great godly might!","5","0x83","0x83","0x8","0xff","4","0","10000","25","25"
"talisman_item.idb","132","0x9","I ain't losin'! Here's my full power!","4","0x84","0x84","0x8","0xff","2","0","10000","20","20"
"talisman_item.idb","133","0x9","I'm never going to forgive him!","5","0x85","0x85","0x8","0xff","1","0","10000","25","25"
"talisman_item.idb","134","0x9","I feel it... Everyone, lend me your power!","3","0x86","0x86","0x8","0xff","2","0","10000","15","15"
"talisman_item.idb","135","0x9","This fight is only just beginning!","3","0x87","0x87","0x8","0xff","2","0","10000","15","15"
"talisman_item.idb","136","0x9","I'm stronger than ever now!","5","0x88","0x88","0x16","0xff","0","0","10000","25","25"
"talisman_item.idb","137","0x9","The real fight starts now!","4","0x89","0x89","0x16","0xff","2","0","10000","20","20"
"talisman_item.idb","138","0x9","Looks like you're done!","3","0x8a","0x8a","0x16","0xff","1","0","10000","15","15"
"talisman_item.idb","139","0x9","Earth is in your hands now!","4","0x8b","0x8b","0x16","0xff","3","0","10000","20","20"
"talisman_item.idb","140","0x9","Get serious, would you?","3","0x8c","0x8c","0x16","0xff","2","0","10000","15","15"
"talisman_item.idb","141","0x9","I'll make good use of you!","4","0x8d","0x8d","0x16","0xff","0","0","10000","20","20"
"talisman_item.idb","142","0x9","I'm thinking of becoming a GodTuber.","3","0x8e","0x8e","0x16","0xff","0","0","10000","15","15"
"talisman_item.idb","143","0x9","If I don't do it, who will?","5","0x8f","0x8f","0x16","0xff","1","0","10000","25","25"
"talisman_item.idb","144","0x9","For beauty! For elegance! For love!","3","0x90","0x90","0x17","0xff","2","0","10000","15","15"
"talisman_item.idb","145","0x9","I hate what I've become!","4","0x91","0x91","0x17","0xff","0","0","10000","20","20"
"talisman_item.idb","146","0x9","This Super Saiyan 2 is crazy strong!","4","0x92","0x92","0x17","0xff","1","0","10000","20","20"
"talisman_item.idb","147","0x9","Hmph! For justice!","3","0x93","0x93","0x17","0xff","1","0","10000","15","15"
"talisman_item.idb","148","0x9","This heat...will be your downfall!","4","0x94","0x94","0x17","0xff","0","0","10000","20","20"
"talisman_item.idb","149","0x9","Time to get serious, I guess.","3","0x95","0x95","0x17","0xff","0","0","10000","15","15"
"talisman_item.idb","150","0x9","Now we're even.","3","0x96","0x96","0x17","0xff","3","0","10000","15","15"
"talisman_item.idb","151","0x9","Ultra Instinct!","5","0x97","0x97","0xff","0xff","0","0","10000","0","0"
"talisman_item.idb","152","0x9","Right, then... Let's begin the experiment!","5","0x98","0x98","0x17","0xff","2","0","10000","25","25"
"talisman_item.idb","153","0x9","Alright! Let's go wreck some faces!","5","0x99","0x99","0x1e","0xff","1","0","10000","25","25"
"talisman_item.idb","154","0x9","Don't think I'm the same as before!","5","0x9a","0x9a","0x1e","0xff","0","0","10000","25","25"
"talisman_item.idb","155","0x9","Leave the rest to me!","5","0x9b","0x9b","0x1f","0xff","0","0","10000","25","25"
"talisman_item.idb","156","0x9","GAAAGH!","5","0x9c","0x9c","0x1f","0xff","0","0","10000","25","25"
"talisman_item.idb","157","0x9","You'd better survive, you got that?!","3","0x9d","0x9d","0x1f","0xff","3","0","10000","15","15"
"talisman_item.idb","158","0x9","Hey, you think you could fight a little quieter?!","4","0x9e","0x9e","0x1f","0xff","5","0","10000","20","20"
"talisman_item.idb","159","0x9","Hmph. I'm off to take a nap.","3","0x9f","0x9f","0x1f","0xff","0","0","10000","15","15"
"talisman_item.idb","160","0x9","I've waited an unbelievably long time for this...","3","0xa0","0xa0","0x1f","0xff","0","0","10000","15","15"
"talisman_item.idb","161","0x9","Th-Thanks...","3","0xa1","0xa1","0x1f","0xff","3","0","10000","15","15"
"talisman_item.idb","162","0x9","Hey, you! You ready for me?!","4","0xa2","0xa2","0x1f","0xff","0","0","10000","20","20"
"talisman_item.idb","163","0x9","Your father has been killed!","3","0xa3","0xa3","0x1f","0xff","3","0","10000","15","15"
"talisman_item.idb","164","0x9","Heh heh! Now THIS is real power!","3","0xa4","0xa4","0x1f","0xff","0","0","10000","15","15"
"talisman_item.idb","165","0x9","I can't have you dying on me!","3","0xa5","0xa5","0x1f","0xff","3","0","10000","15","15"
"talisman_item.idb","166","0x9","Whoa, it's freezing here!","3","0xa6","0xa6","0x1f","0xff","0","0","10000","15","15"
"talisman_item.idb","167","0x9","This is no time to mess around...","4","0xa7","0xa7","0x1f","0xff","0","0","10000","20","20"
"talisman_item.idb","168","0x9","Don't think I'm gonna show you any gratitude!","3","0xa8","0xa8","0x1f","0xff","3","0","10000","15","15"
"talisman_item.idb","169","0x9","Shall we pick up where we left off?","3","0xa9","0xa9","0x1f","0xff","0","0","10000","15","15"
"talisman_item.idb","171","0x9","","5","0xab","0xab","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","172","0x9","","5","0xac","0xac","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","173","0x9","","5","0xad","0xad","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","174","0x9","","5","0xae","0xae","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","175","0x9","","5","0xaf","0xaf","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","176","0x9","","5","0xb0","0xb0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","177","0x9","","5","0xb1","0xb1","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","178","0x9","","5","0xb2","0xb2","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","179","0x9","","5","0xb3","0xb3","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","180","0x9","","5","0xb4","0xb4","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","181","0x9","","5","0xb5","0xb5","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","182","0x9","","5","0xb6","0xb6","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","183","0x9","","5","0xb7","0xb7","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","184","0x9","","5","0xb5","0xb5","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","185","0x9","","5","0xb2","0xb2","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","186","0x9","","5","0xba","0xba","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","187","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","188","0x9","","5","0xbc","0xbc","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","189","0x9","","5","0xbd","0xbd","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","190","0x9","","5","0xbe","0xbe","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","191","0x9","","5","0xbf","0xbf","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","192","0x9","","5","0xc0","0xc0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","193","0x9","","5","0xc1","0xc1","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","194","0x9","","5","0xc2","0xc2","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","195","0x9","","5","0xc3","0xc3","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","196","0x9","","5","0xc4","0xc4","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","197","0x9","","5","0xc5","0xc5","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","198","0x9","","5","0xc6","0xc6","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","199","0x9","","5","0xc7","0xc7","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","200","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","201","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","202","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","203","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","204","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","205","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","206","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","207","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","208","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","209","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","210","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","211","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","212","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","213","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","214","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","215","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","216","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","218","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","219","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","220","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","221","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","222","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","223","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","224","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","225","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","226","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","227","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","228","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","230","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","231","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","232","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","233","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","234","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","235","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","236","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","237","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","238","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","239","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","240","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","241","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","242","0x9","Hee Hee Sunglasses","4","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","243","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","244","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","245","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","247","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","248","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","249","0x9","","5","0xf9","0xf9","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","300","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","301","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","302","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","303","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","304","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","305","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","306","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","307","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","308","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","309","0x9","Hee Hee Sunglasses","5","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","310","0x9","Hee Hee Sunglasses","0","0x0","0x0","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","400","0x9","Time to show you how hard I've been training!","4","0x190","0x190","0x22","0xff","2","0","10000","20","20"
"talisman_item.idb","401","0x9","Finally, a worthy opponent!","4","0x191","0x191","0x22","0xff","1","0","10000","20","20"
"talisman_item.idb","402","0x9","Volleyball Fist! Here goes!","4","0x192","0x192","0x22","0xff","1","0","10000","20","20"
"talisman_item.idb","403","0x9","Sorry for the wait. You ready?","4","0x193","0x193","0x22","0xff","2","0","10000","20","20"
"talisman_item.idb","404","0x9","AAAAGH! MASENKO!","4","0x194","0x194","0x22","0xff","2","0","10000","20","20"
"talisman_item.idb","405","0x9","You give our people a bad name!","4","0x195","0x195","0x22","0xff","2","0","10000","20","20"
"talisman_item.idb","406","0x9","That's one down!","4","0x196","0x196","0x22","0xff","5","0","10000","20","20"
"talisman_item.idb","407","0x9","You and this entire planet are as good as space dust!","4","0x197","0x197","0x22","0xff","2","0","10000","20","20"
"talisman_item.idb","408","0x9","All together now! The Ginyu Force!","4","0x198","0x198","0x22","0xff","0","0","10000","20","20"
"talisman_item.idb","409","0x9","Looks like I got a little carried away! Heh heh!","4","0x199","0x199","0x22","0xff","2","0","10000","20","20"
"talisman_item.idb","410","0x9","Try dodging this! Cross Arm Dive!","4","0x19a","0x19a","0x22","0xff","1","0","10000","20","20"
"talisman_item.idb","411","0x9","Dodon Ray!","4","0x19b","0x19b","0x22","0xff","2","0","10000","20","20"
"talisman_item.idb","412","0x9","Now then, it's time to dole out some vengeance...","5","0x19c","0x19c","0x22","0xff","2","0","10000","20","20"
"talisman_item.idb","413","0x9","HAAAAA!","5","0x19d","0x19d","0x22","0xff","0","0","10000","15","15"
"talisman_item.idb","414","0x9","I said don't go easy on me!","5","0x19e","0x19e","0x22","0xff","0","0","10000","15","15"
"talisman_item.idb","415","0x9","You irritating little pests!","4","0x19f","0x19f","0x22","0xff","0","0","10000","15","15"
"talisman_item.idb","416","0x9","I-I'm sorry!","3","0x1a0","0x1a0","0x22","0xff","0","0","10000","20","20"
"talisman_item.idb","417","0x9","Behind that one, that one, and that one!","3","0x1a1","0x1a1","0x22","0xff","1","0","10000","10","10"
"talisman_item.idb","418","0x9","As quiet as the sky... and faster than lightning.","3","0x1a2","0x1a2","0x22","0xff","1","0","10000","10","10"
"talisman_item.idb","419","0x9","Time for a little nap!","4","0x1a3","0x1a3","0x22","0xff","0","0","10000","15","15"
"talisman_item.idb","420","0x9","I'm going to defeat you!","4","0x1a4","0x1a4","0x22","0xff","0","0","10000","15","15"
"talisman_item.idb","421","0x9","Lend me your power!","3","0x1a5","0x1a5","0x22","0xff","3","0","10000","10","10"
"talisman_item.idb","422","0x9","Ruler of the wind and sky, Oceanus Shenron!","3","0x1a6","0x1a6","0x22","0xff","0","0","10000","10","10"
"talisman_item.idb","423","0x9","Don't tell me you think you can beat me!","4","0x1a7","0x1a7","0x22","0xff","1","0","10000","15","15"
"talisman_item.idb","424","0x9","Time to show you my true power.","3","0x1a8","0x1a8","0x22","0xff","0","0","10000","10","10"
"talisman_item.idb","425","0x9","You and this planet are history!","4","0x1a9","0x1a9","0x22","0xff","2","0","10000","15","15"
"talisman_item.idb","426","0x9","Time to get rid of the last little bit of trash...","4","0x1aa","0x1aa","0x22","0xff","2","0","10000","15","15"
"talisman_item.idb","427","0x9","I will consume all of your life energy!","4","0x1ab","0x1ab","0x22","0xff","5","0","10000","15","15"
"talisman_item.idb","428","0x9","You honestly thought you could beat me?!","4","0x1ac","0x1ac","0x22","0xff","0","0","10000","15","15"
"talisman_item.idb","429","0x9","Enjoy watching the bloodbath!","4","0x1ad","0x1ad","0x22","0xff","1","0","10000","15","15"
"talisman_item.idb","430","0x9","Zudodoeyaahh!","3","0x1ae","0x1ae","0x25","0xff","3","0","10000","15","15"
"talisman_item.idb","431","0x9","Power Pole, extend!","4","0x1af","0x1af","0x25","0xff","5","0","10000","20","20"
"talisman_item.idb","432","0x9","Let's see you handle THIS kind of power!","3","0x1b0","0x1b0","0x25","0xff","3","0","10000","15","15"
"talisman_item.idb","433","0x9","Power! A lotta power! It's great!","4","0x1b1","0x1b1","0x23","0xff","1","0","10000","20","20"
"talisman_item.idb","434","0x9","Here it comes!","4","0x1b2","0x1b2","0x23","0xff","4","0","10000","20","20"
"talisman_item.idb","435","0x9","I got my claws in you, and fangs too!","4","0x1b3","0x1b3","0x23","0xff","1","0","10000","20","20"
"talisman_item.idb","436","0x9","Your time in this fight ends now!","4","0x1b4","0x1b4","0x25","0xff","4","0","10000","20","20"
"talisman_item.idb","437","0x9","That heat... I'll have to match it.","5","0x1b5","0x1b5","0x23","0xff","3","0","10000","25","25"
"talisman_item.idb","438","0x9","Kind of human-like, don't you think?","4","0x1b6","0x1b6","0x25","0xff","2","0","10000","20","20"
"talisman_item.idb","439","0x9","Justice is nothing to me now.","5","0x1b7","0x1b7","0x23","0xff","1","0","10000","25","25"
"talisman_item.idb","440","0x9","That won't work on me!","4","0x1b8","0x1b8","0x23","0xff","8","0","10000","20","20"
"talisman_item.idb","441","0x9","This is everything I've got!","5","0x1b9","0x1b9","0x23","0xff","2","0","10000","25","25"
"talisman_item.idb","442","0x9","This is everything I've got!","5","0x1ba","0x1ba","0xff","0x0","0","0","0","0","0"
"talisman_item.idb","443","0x9","Pathetic","4","0x1bb","0x1bb","0x23","0xff","2","0","10000","20","20"
"talisman_item.idb","444","0x9","I'm not gonna die until I defeat you!","5","0x1bc","0x1bc","0x24","0xff","4","0","28000","20","20"
"talisman_item.idb","445","0x9","D-Don't talk bad about my family!","5","0x1bd","0x1bd","0x24","0xff","1","0","28000","20","20"
"talisman_item.idb","446","0x9","I don't want them to get hurt!","5","0x1be","0x1be","0x24","0xff","2","0","28000","20","20"
"talisman_item.idb","447","0x9","Now then, time for another delightful hunt!","5","0x1bf","0x1bf","0x24","0xff","5","0","28000","20","20"
"talisman_item.idb","448","0x9","I just flew around the whole world!","4","0x1c0","0x1c0","0x24","0xff","1","0","10000","20","20"
"talisman_item.idb","449","0x9","Kicking a Shadow Dragon in the head is not a wise thing to do!","4","0x1c1","0x1c1","0x26","0xff","3","0","10000","20","20"
"talisman_item.idb","450","0x9","Come to me, electric slime!","4","0x1c2","0x1c2","0x26","0xff","4","0","10000","20","20"
"talisman_item.idb","451","0x9","Don't you realize I lost on purpose?","4","0x1c3","0x1c3","0x26","0xff","5","0","10000","20","20"
"talisman_item.idb","452","0x9","HERCULE! HERCULE!","4","0x1c4","0x1c4","0x26","0xff","1","0","10000","20","20"
"talisman_item.idb","453","0x9","Let's make this the ultimate final battle.","4","0x1c5","0x1c5","0x26","0xff","2","0","10000","20","20"
"talisman_item.idb","454","0x9","This oughta make things interesting.","4","0x1c6","0x1c6","0x24","0xff","3","0","10000","20","20"
"talisman_item.idb","455","0x9","My underhanded techniques are my most effective ones.","4","0x1c7","0x1c7","0x26","0xff","5","0","10000","20","20"
"talisman_item.idb","456","0x9","This thing carries hopes of everyone on Earth!","4","0x1c8","0x1c8","0x24","0xff","2","0","10000","20","20"
"talisman_item.idb","457","0x9","Thank you, Dragon Balls!","5","0x1c9","0x1c9","0x24","0xff","1","0","10000","20","20"
"talisman_item.idb","458","0x9","Let's make this interesting!","5","0x1ca","0x1ca","0xffff","0xff","0","0","10000","20","20"
"talisman_item.idb","459","0x9","Who the hell're you bastards?!","4","0x1cb","0x1cb","0xffff","0xff","2","0","10000","20","20"
"talisman_item.idb","460","0x9","Please, you gotta believe me!","4","0x1cc","0x1cc","0xffff","0xff","3","0","10000","20","20"
"talisman_item.idb","461","0x9","You fool! Why are you laughing?","4","0x1cd","0x1cd","0xffff","0xff","3","0","10000","20","20"
"talisman_item.idb","462","0x9","Buu's reached full power!","4","0x1ce","0x1ce","0xffff","0xff","5","0","10000","20","20"
"talisman_item.idb","463","0x9","Not on my watch!","4","0x1cf","0x1cf","0xffff","0xff","1","0","10000","20","20"
"talisman_item.idb","464","0x9","Over here, you idiot...","4","0x1d0","0x1d0","0xffff","0xff","2","0","10000","20","20"
"talisman_item.idb","465","0x9","Bye-bye, universe!","5","0x1d1","0x1d1","0xffff","0xff","4","0","10000","20","20"
"talisman_item.idb","466","0x9","Who is my next target?","4","0x1d2","0x1d2","0xffff","0xff","4","0","10000","20","20"
"talisman_item.idb","467","0x9","I-I was going to escape with you...","4","0x1d3","0x1d3","0xffff","0xff","5","0","10000","20","20"
"talisman_item.idb","468","0x9","Give me power to take this guy down!","4","0x1d4","0x1d4","0xffff","0xff","1","0","10000","20","20"
"talisman_item.idb","469","0x9","That belongs to the Red Ribbon Army!","5","0x1d5","0x1d5","0xffff","0xff","0","0","40000","20","20"
"talisman_item.idb","470","0x9","My hobbies are reading and sports!","5","0x1d6","0x1d6","0xffff","0xff","0","0","36000","20","20"
"talisman_item.idb","471","0x9","This is as far as you go.","5","0x1d7","0x1d7","0x2a","0xff","0","0","10000","20","20"
"talisman_item.idb","472","0x9","I've cast aside everything for this!","5","0x1d8","0x1d8","0x2a","0xff","0","0","10000","20","20"
"talisman_item.idb","473","0x9","Leave my daddy alone!","5","0x1d9","0x1d9","0x2b","0xff","1","0","10000","20","20"
"talisman_item.idb","474","0x9","You've awakened my true power...","4","0x1da","0x1da","0x2a","0xff","2","0","10000","20","20"
"talisman_item.idb","475","0x9","I am going to bathe in your blood!","5","0x1db","0x1db","0x2b","0xff","5","0","40000","20","20"
"talisman_item.idb","476","0x9","Let's get round two started!","5","0x1dc","0x1dc","0x2b","0xff","4","0","10000","20","20"
"talisman_item.idb","477","0x9","I can finally get my hands dirty again.","5","0x1dd","0x1dd","0x2b","0xff","4","0","40000","20","20"
"talisman_item.idb","478","0x9","Can I attack now?","4","0x1de","0x1de","0x2b","0xff","5","0","10000","20","20"
"talisman_item.idb","479","0x9","I won't forgive those who best my comrades!","4","0x1df","0x1df","0x2a","0xff","1","0","10000","20","20"
"talisman_item.idb","480","0x9","There's no way you can hit me!","4","0x1e0","0x1e0","0x2a","0xff","2","0","10000","20","20"
"talisman_item.idb","481","0x9","I will prevail, no matter the cost!","5","0x1e1","0x1e1","0x2c","0xff","0","0","10000","20","20"
